Institute,Name,RollNumber,Branch,StartingYear,CurrentCourses,PastCoursesGrades
IIIT,Pooja Reddy,PhD24169,CB,2024,FF;OOPD;615,601:6;602:9;OOPD:7;615:10
IIIT,Sarthak Chopra,MT24093,ECE,2024,801;777;802;DSA,701:7;615:6;602:10;601:8
IIIT,Simran Bhatia,MT23622,CB,2023,FF;702;602;DL,DSA:10;701:5;802:6;702:8;BML:6
IIIT,Simran Mehta,2023162,CSE,2023,BML;777,801:9;777:7;FF:5;BML:7;DL:7;802:9;DSA:7
IIIT,Ishaan Nair,2022853,ECE,2022,615;702;701;601,602:6;801:8;615:8;BML:7;802:10
IIIT,Amit Yadav,2023658,ECE,2023,OOPD;802;801,615:5;OOPD:9;601:6;BML:9;801:9;702:5;DL:6
IIIT,Sai Joshi,2021136,CB,2021,601;701;OOPD;777,702:8;602:6;615:8;601:9;FF:9;OOPD:5;DL:8;DSA:8
IIIT,Aditya Kumar,2023614,ECE,2023,615;OOPD;602,601:6;602:6;802:7;FF:9;ML:6
IIIT,Neha Khanna,MT24915,CSE,2024,DL;ML;601;701,DL:8;801:8;FF:6;BML:8;ML:9
IIIT,Sarthak Verma,2024186,CB,2024,602;601;615,BML:7;615:8;801:8;DSA:5;DL:9
IIIT,Pari Chopra,PhD22520,SSH,2022,FF;701;702;615,801:5;601:6;DL:7;777:6;701:8;DSA:10;ML:7
IIIT,Sumit Khanna,2021123,CB,2021,702;DSA,777:7;DL:6;OOPD:8;702:6;615:7
IIIT,Prisha Kumar,2024159,ECE,2024,OOPD;DL,ML:6;802:5;BML:8;777:8;801:10;DL:8;OOPD:10
IIIT,Diya Rao,PhD23633,CB,2023,ML;DSA,777:8;ML:7;BML:8;702:6;FF:8;602:7
IIIT,Aditya Singh,2024880,CB,2024,FF;777,602:9;702:6;DSA:8;FF:5;777:6;OOPD:5;601:7
IIIT,Krishna Khanna,PhD22703,SSH,2022,601;FF;801;802,602:8;OOPD:8;ML:8;801:6;615:10;BML:5
IIIT,Kavya Sharma,2023665,SSH,2023,OOPD;615;602,OOPD:5;ML:5;FF:6;615:10
IIIT,Amit Kapoor,MT24651,CB,2024,DSA;702;777,DSA:5;777:6;801:8;ML:6;OOPD:8
IIIT,Sai Mishra,2021555,SSH,2021,802;602,DSA:7;801:7;802:7;BML:6;OOPD:8;601:5;ML:5
IIIT,Aditi Saxena,2022274,ECE,2022,702;602;777,701:9;FF:9;802:7;702:9;DSA:7
IIIT,Sumit Kumar,MT23619,CB,2023,802;DL;615,702:8;601:9;OOPD:8;801:6;DSA:6;602:6;ML:6;FF:7
IIIT,Rohan Mehta,2024446,CB,2024,ML;DSA,DSA:7;ML:9;602:8;DL:6;601:10
IIIT,Rohan Bhatia,MT23133,SSH,2023,DL;701;BML,OOPD:7;DSA:8;ML:7;777:7
IIIT,Sneha Reddy,PhD22011,SSH,2022,DSA;801,602:5;701:8;702:10;802:6;DL:9;FF:5;DSA:5;601:6
IIIT,Krishna Singh,PhD23847,SSH,2023,FF;615,BML:10;DSA:10;801:9;602:6
IIIT,Aditi Saxena,2021526,CSE,2021,601;OOPD,DSA:9;777:5;602:7;FF:7
IIIT,Rohan Iyer,2022236,ECE,2022,777;602,OOPD:6;BML:9;DL:10;DSA:7;802:5
IIIT,Anya Bhatia,MT23472,ECE,2023,615;ML;DL,DL:6;DSA:6;BML:6;ML:7
IIIT,Anya Iyer,2023249,CSE,2023,FF;615,602:5;BML:6;DSA:8;802:6
IIIT,Saanvi Bhatia,2022898,CB,2022,DSA;BML;801;OOPD,702:6;FF:8;777:9;615:9;DL:8;801:10;802:6;DSA:8
IIIT,Aarav Kapoor,2021534,CSE,2021,DL;601;701;801,DL:5;801:10;802:8;BML:9
IIIT,Sai Kaur,2023433,SSH,2023,701;BML,OOPD:9;615:9;702:10;DL:9;601:7
IIIT,Vihaan Kaur,2024079,SSH,2024,FF;615;801,702:5;ML:6;DSA:8;OOPD:10
IIIT,Shaurya Patel,2022326,SSH,2022,601;615;702,802:8;615:8;DSA:9;702:5
IIIT,Saanvi Verma,2022407,SSH,2022,701;OOPD;ML,601:6;DL:10;701:9;702:7;OOPD:10;777:5;802:10
IIIT,Aarav Patel,2022608,ECE,2022,802;FF;777;615,701:10;DSA:10;BML:8;OOPD:8;ML:8;FF:10;601:10
IIIT,Rohan Kapoor,2024968,CB,2024,DSA;FF;602;ML,DL:9;702:5;BML:8;802:6
IIIT,Reyansh Patel,MT22993,CSE,2022,801;702,601:8;ML:6;615:10;BML:5;FF:10;DL:7;777:5;801:6
IIIT,Amit Desai,MT23730,CSE,2023,802;ML,701:7;FF:8;602:6;702:6;BML:9;ML:9
IIIT,Sneha Khanna,2023923,SSH,2023,601;702;ML,601:8;BML:5;602:10;701:5;DSA:8
IIIT,Riya Kumar,MT23509,SSH,2023,801;DL;FF;802,DL:10;601:5;802:5;FF:6;OOPD:8
IIIT,Anya Patel,MT24829,SSH,2024,ML;601,DSA:10;602:9;777:9;FF:5;DL:5;702:5
IIIT,Reyansh Jain,2024332,ECE,2024,DSA;802;BML;615,702:5;777:10;802:5;602:10;BML:6;OOPD:6;615:8;701:10
IIIT,Amit Patel,2023529,CSE,2023,OOPD;601;777,602:7;OOPD:6;DL:8;601:7;BML:9
IIIT,Sarthak Khanna,2021762,CSE,2021,DSA;OOPD;801,777:7;DSA:5;601:7;702:6;615:5;701:5
IIIT,Pari Rao,MT22662,SSH,2022,BML;601,601:7;ML:7;801:7;602:6
IIIT,Neha Rao,2022642,CSE,2022,DSA;ML,777:5;FF:6;602:6;DL:7;802:8;801:5;DSA:9;OOPD:7
IIIT,Sneha Reddy,MT23674,ECE,2023,602;DL;702;802,ML:6;701:8;602:5;615:7;OOPD:8
IIIT,Aditya Reddy,MT22238,SSH,2022,DL;801;DSA,701:5;ML:6;615:9;BML:7;DSA:7;601:5
IIIT,Rahul Kapoor,MT22322,ECE,2022,802;DSA;ML,615:8;702:10;802:6;ML:8;DSA:5;701:7;DL:8
IIIT,Reyansh Bhatia,2022368,CB,2022,701;615;702;OOPD,801:7;615:8;FF:5;BML:8
IIIT,Sumit Rao,2024848,ECE,2024,702;777;FF,801:7;DSA:9;702:7;777:7;701:8;615:10
IIIT,Sarthak Malhotra,2024427,CSE,2024,DL;702;FF,602:5;601:7;BML:5;701:8;802:10;DL:5
IIIT,Kavya Nair,2023468,CSE,2023,701;DSA;OOPD,801:6;601:7;702:6;802:8;FF:5;BML:6;DL:6;701:8
IIIT,Vihaan Kaur,MT23597,CSE,2023,801;ML;602;702,OOPD:6;BML:8;ML:8;615:6;801:7;802:9;DSA:5
IIIT,Sneha Sharma,2023947,SSH,2023,OOPD;801,702:5;615:6;802:9;DSA:7
IIIT,Diya Khanna,MT24530,SSH,2024,OOPD;602;601,702:7;801:10;OOPD:8;FF:9;777:8
IIIT,Aditya Chopra,MT24703,CB,2024,702;615,702:5;777:9;DSA:7;701:6;801:8;802:6
IIIT,Prisha Mishra,PhD21841,SSH,2021,802;BML,602:8;615:6;601:10;FF:5;802:7;777:8;ML:5
IIIT,Anya Kumar,2022869,ECE,2022,BML;777;701;ML,702:5;BML:9;701:8;ML:7;602:8
IIIT,Aditya Saxena,MT23920,CSE,2023,601;602;702,DL:7;BML:9;802:7;602:6;OOPD:10;FF:6
IIIT,Ishaan Yadav,MT24982,CB,2024,702;BML;615;777,801:10;701:6;777:5;ML:5
IIIT,Krishna Patel,MT21754,ECE,2021,602;802;601;777,ML:7;BML:5;FF:5;615:7
IIIT,Kavya Mishra,2021254,SSH,2021,802;602,702:7;615:10;BML:7;DL:5
IIIT,Sneha Kumar,MT21714,SSH,2021,BML;FF,ML:10;FF:8;701:7;OOPD:5;BML:9
IIIT,Vihaan Singh,MT24956,SSH,2024,OOPD;701,FF:10;ML:7;BML:8;702:6;802:6;DSA:7;OOPD:8
IIIT,Simran Rao,2021928,CB,2021,802;DSA;ML;601,801:5;615:6;OOPD:7;602:5
IIIT,Rohan Agarwal,MT22011,CSE,2022,601;FF,BML:5;DL:7;DSA:8;801:8;777:6;702:5
IIIT,Krishna Das,2023494,CSE,2023,FF;802,802:6;701:6;ML:5;FF:8
IIIT,Sneha Kumar,MT21447,ECE,2021,DL;702;601;602,FF:7;DSA:8;802:8;BML:9;801:7;ML:5
IIIT,Atharv Kaur,MT24524,CSE,2024,702;602,FF:8;OOPD:7;602:8;802:5
IIIT,Vihaan Rao,2023529,CB,2023,802;DL,FF:9;BML:6;615:7;777:9;802:7
IIIT,Diya Malhotra,PhD22415,ECE,2022,801;701;DL,701:9;DSA:7;602:10;801:5;615:5
IIIT,Prisha Kaur,MT24929,CB,2024,802;801,615:8;BML:9;ML:8;DSA:7
IIIT,Anya Desai,2022834,CSE,2022,601;DSA;701,BML:8;FF:6;801:6;777:8
IIIT,Ishaan Malhotra,PhD22646,ECE,2022,602;BML,801:8;BML:8;615:10;701:8;FF:6;DL:6;OOPD:10
IIIT,Anjali Khanna,PhD21788,CB,2021,601;BML;DSA;ML,701:9;702:6;DSA:7;802:5;601:7;OOPD:7;615:9
IIIT,Myra Joshi,MT22745,CSE,2022,OOPD;702,BML:8;DSA:5;801:10;DL:9;777:7;602:5;OOPD:7
IIIT,Neha Singh,2023497,SSH,2023,802;615,DSA:9;702:7;DL:9;801:10;601:7;ML:5;OOPD:7
IIIT,Aditya Khanna,MT23629,CB,2023,OOPD;615;777;DL,777:7;601:8;ML:10;701:5;FF:7;OOPD:5
IIIT,Reyansh Iyer,2023119,SSH,2023,701;777,DSA:10;802:9;ML:6;DL:6;FF:10
IIIT,Ananya Malhotra,MT24646,SSH,2024,ML;FF;601;DL,777:9;FF:8;602:9;OOPD:5;DSA:5;701:7
IIIT,Rahul Singh,MT22799,SSH,2022,777;801,601:8;DL:6;777:5;801:6;ML:8
IIIT,Anya Khanna,MT23295,CSE,2023,DL;FF,601:5;DL:5;FF:8;615:7;DSA:5;802:6;702:6;ML:5
IIIT,Aditya Mishra,MT22550,CSE,2022,602;701,OOPD:7;DL:10;802:6;ML:6;BML:5;FF:9;777:5;601:8
IIIT,Pari Chopra,2024366,SSH,2024,ML;DL;OOPD,OOPD:9;601:5;DSA:9;801:10;702:8;DL:10
IIIT,Anya Reddy,MT22713,CSE,2022,FF;OOPD,FF:5;OOPD:6;702:6;801:7;601:6
IIIT,Saanvi Patel,MT22300,ECE,2022,602;FF;777,802:5;DL:8;DSA:7;602:6;OOPD:8;FF:8
IIIT,Amit Verma,2022708,ECE,2022,OOPD;701;ML,BML:6;701:6;601:7;602:6;OOPD:8;777:7;DSA:9
IIIT,Anjali Kumar,2023956,ECE,2023,OOPD;ML;777;702,ML:8;FF:6;802:6;DL:8;615:7;801:6
IIIT,Prisha Kumar,2022816,CSE,2022,OOPD;DSA;777,ML:5;DL:6;601:6;DSA:8;801:6;701:9;BML:8
IIIT,Sarthak Kumar,PhD23264,CB,2023,702;602;BML,OOPD:7;601:8;801:7;777:6;602:7
IIIT,Amit Mehta,2021211,SSH,2021,602;601;702;DL,615:5;701:7;777:8;FF:7
IIIT,Sumit Iyer,2021420,SSH,2021,DSA;BML,601:8;FF:5;802:9;602:5;777:6;BML:6;DL:8
IIIT,Rahul Yadav,MT24982,ECE,2024,601;777;FF,602:7;BML:7;601:9;702:6;801:7;802:8
IIIT,Arjun Iyer,MT24041,CB,2024,802;701;OOPD;BML,802:8;701:8;DSA:10;615:7;801:5
IIIT,Simran Nair,PhD23024,ECE,2023,777;DL,702:9;BML:5;802:6;OOPD:8
IIIT,Atharv Mishra,MT21129,ECE,2021,FF;OOPD;615;ML,702:5;DSA:7;FF:5;802:6;615:5;801:8;DL:5;601:10
IIIT,Sarthak Desai,2024075,SSH,2024,802;OOPD;FF;DL,702:10;DL:6;777:7;602:5;801:6;ML:5;FF:5;701:8
IIIT,Reyansh Khanna,MT22920,ECE,2022,802;DL,801:8;DL:10;615:10;601:10;602:7
IIIT,Atharv Patel,2021623,ECE,2021,ML;601;DL;DSA,FF:8;615:7;601:6;801:8;BML:10;DL:7
IIIT,Shaurya Das,2022577,CB,2022,602;FF;601,ML:8;777:7;DL:10;601:8;DSA:10;OOPD:6;615:7
IIIT,Atharv Desai,2022451,CB,2022,601;801;DL;FF,615:8;ML:8;OOPD:8;BML:9;601:5;FF:10
IIIT,Myra Saxena,PhD24065,SSH,2024,777;BML;DL;602,FF:6;ML:8;DSA:8;777:7;702:7;802:8;DL:5;601:5
IIIT,Pooja Agarwal,2023070,ECE,2023,DL;777,702:9;777:8;DL:5;602:9
IIIT,Sarthak Das,MT24553,SSH,2024,OOPD;702;ML;FF,BML:7;DL:7;801:10;FF:6;615:7
IIIT,Sarthak Kumar,MT22751,SSH,2022,602;601;OOPD,DL:7;802:8;702:5;601:8;701:6;777:5;FF:7
IIIT,Neha Reddy,MT23038,CSE,2023,ML;802,602:7;BML:10;DL:5;601:6
IIIT,Anya Iyer,2023739,CB,2023,802;OOPD;ML;701,777:5;802:5;701:9;DSA:8
IIIT,Rohan Nair,2021729,ECE,2021,DSA;801;OOPD,777:10;701:7;BML:8;702:5;801:8;DSA:5
IIIT,Prisha Saxena,MT22337,ECE,2022,702;BML;802,801:7;701:5;DL:7;BML:5;OOPD:5
IIIT,Pooja Pandey,2023719,CSE,2023,ML;602;615,777:8;601:9;701:10;802:7;OOPD:6;FF:5;BML:7
IIIT,Anya Mishra,PhD23315,ECE,2023,602;802;601;BML,777:6;702:5;FF:6;BML:5;615:5;DL:8
IIIT,Ayaan Bhatia,PhD23235,SSH,2023,602;FF;601;615,702:10;777:5;BML:6;615:9;OOPD:8;602:8;DL:6;601:5
IIIT,Saanvi Verma,2023102,CB,2023,702;DSA,OOPD:7;601:9;802:6;DSA:5;FF:5;702:8
IIIT,Ishaan Agarwal,PhD21681,SSH,2021,OOPD;602;802;777,701:7;601:9;615:9;801:8;777:5;FF:5;ML:9
IIIT,Aditi Pandey,2023044,CB,2023,601;777;802,601:8;BML:5;OOPD:10;DL:10
IIIT,Kavya Mehta,MT23048,CB,2023,DL;FF,777:5;702:6;701:7;DSA:6;DL:9
IIIT,Riya Reddy,2024193,CB,2024,602;ML,FF:10;DL:5;701:7;802:6;777:8;ML:5;602:7;601:6
IIIT,Pooja Malhotra,MT23538,ECE,2023,DSA;OOPD,801:5;DSA:6;BML:7;615:6
IIIT,Prisha Kaur,PhD22498,CSE,2022,FF;DSA;ML,701:7;802:6;DSA:6;FF:5;777:8;OOPD:6
IIIT,Aarav Kapoor,2023648,CB,2023,802;ML,601:6;BML:6;615:5;602:10
IIIT,Pari Saxena,2024407,CSE,2024,FF;OOPD;802,802:9;702:5;601:7;DSA:10
IIIT,Rohan Jain,2022920,CB,2022,701;602,701:5;615:6;801:5;601:6;DL:7;702:10
IIIT,Sai Kumar,MT22416,CB,2022,FF;602;777;DL,DL:7;601:8;ML:6;701:8;801:6;777:9;BML:8;DSA:6
IIIT,Anjali Singh,2022423,SSH,2022,615;BML;701;DSA,DSA:5;777:8;BML:8;615:7;701:8
IIIT,Pari Verma,MT23507,CSE,2023,601;801,BML:8;601:9;FF:6;DSA:5;ML:5
IIIT,Riya Iyer,MT23770,CB,2023,615;701;FF;777,801:8;DSA:6;ML:6;802:6;701:6;702:8
IIIT,Simran Yadav,2021069,SSH,2021,FF;602;801,777:6;802:10;602:8;615:10;FF:6
IIIT,Vivaan Iyer,2023624,CSE,2023,802;801;BML;DSA,BML:7;615:5;FF:7;DSA:10;701:5
IIIT,Vivaan Chopra,2023993,CSE,2023,801;802;BML;DSA,DL:7;602:7;702:9;601:7;615:7;BML:8;801:7
IIIT,Riya Mehta,MT24158,CSE,2024,FF;801;615;702,DL:7;ML:5;DSA:7;702:8;602:7;802:7
IIIT,Aditi Agarwal,2021858,ECE,2021,DSA;702;615;777,601:8;801:6;OOPD:7;BML:7;615:7;777:8
IIIT,Riya Mehta,MT23900,SSH,2023,ML;777;701;802,ML:6;777:8;OOPD:10;DL:8;601:7
IIIT,Simran Patel,MT22499,SSH,2022,601;701;FF,602:8;FF:5;BML:8;OOPD:6;615:5;DL:5
IIIT,Sumit Verma,2022034,CSE,2022,777;OOPD,ML:8;602:9;802:6;FF:6
IIIT,Sarthak Chopra,2024997,CSE,2024,DL;801;ML,DSA:9;802:5;701:7;602:5;FF:5
IIIT,Neha Kapoor,2022871,CSE,2022,601;OOPD;DL,DSA:7;DL:8;BML:10;802:6;601:6;615:6
IIIT,Reyansh Iyer,MT21581,ECE,2021,ML;FF;701;BML,DL:5;801:5;DSA:5;BML:7;615:8
IIIT,Myra Desai,MT21573,ECE,2021,ML;777;DSA,DL:8;OOPD:7;802:10;702:6;777:7;ML:6;601:7
IIIT,Kavya Sharma,2024852,SSH,2024,702;ML;DL,FF:10;601:8;701:8;DSA:7;777:6;DL:8;602:5;702:5
IIIT,Saanvi Nair,PhD21465,CSE,2021,702;BML;OOPD;DSA,801:5;602:6;OOPD:8;BML:5
IIIT,Sneha Singh,2021516,ECE,2021,802;OOPD,ML:7;BML:7;777:7;OOPD:7;802:6;702:6
IIIT,Neha Kumar,2022155,CSE,2022,777;701;OOPD,777:5;601:8;701:10;615:9;DL:10;602:8;801:9
IIIT,Anya Verma,MT21997,ECE,2021,602;FF;701,777:5;OOPD:6;ML:10;615:5;702:7
IIIT,Atharv Pandey,2022260,CB,2022,DSA;601;DL,802:7;OOPD:5;FF:6;602:6;BML:10
IIIT,Sumit Sharma,2021357,SSH,2021,802;DL,BML:9;777:6;615:5;601:5;OOPD:5;ML:8
IIIT,Ayaan Kaur,MT22241,ECE,2022,615;777,701:6;802:5;ML:5;DL:9;801:7;777:8
IIIT,Diya Kumar,2021624,CB,2021,OOPD;601;602,802:5;FF:9;615:7;701:7;ML:10;602:7;DSA:9
IIIT,Ayaan Rao,2024195,ECE,2024,FF;ML;802,602:9;802:8;DSA:9;777:5;OOPD:7
IIIT,Vikram Patel,PhD24259,SSH,2024,FF;701,OOPD:6;702:6;601:7;DL:5;802:7;ML:6
IIIT,Vivaan Jain,MT24875,ECE,2024,801;OOPD;601;615,OOPD:10;DL:7;615:7;ML:7;BML:6;702:10
IIIT,Kavya Patel,2022754,ECE,2022,OOPD;615;DSA;701,801:10;DL:7;701:5;702:7
IIIT,Atharv Verma,2024922,CB,2024,BML;ML;602;777,802:5;615:5;FF:7;OOPD:8;602:9
IIIT,Simran Joshi,MT24916,ECE,2024,801;601;702;802,ML:6;801:10;601:6;DL:9
IIIT,Sumit Chopra,MT23807,ECE,2023,OOPD;DSA;602;FF,DSA:8;802:8;702:8;777:6;OOPD:10;BML:7;DL:7;FF:5
IIIT,Rahul Singh,2023483,SSH,2023,615;FF;601,OOPD:9;DL:7;802:7;ML:7;BML:9;602:6
IIIT,Aditi Khanna,MT23133,SSH,2023,DSA;701;615,FF:6;615:8;802:7;777:7;DL:7;602:8;702:8;701:10
IIIT,Kavya Joshi,MT23273,CSE,2023,615;701,702:8;615:10;DL:5;777:8;DSA:6
IIIT,Ayaan Rao,PhD22377,SSH,2022,DSA;801,802:6;801:6;777:5;DL:6;601:5
IIIT,Sneha Khanna,2021813,SSH,2021,602;702;BML,802:7;ML:7;BML:8;DSA:9;FF:8
IIIT,Ishaan Kumar,MT23445,CB,2023,601;DL,FF:5;DL:8;777:8;BML:7;702:8;615:8
IIIT,Prisha Gupta,2024646,CSE,2024,802;702,ML:8;602:6;801:7;BML:5
IIIT,Neha Chopra,2023912,SSH,2023,FF;777,DSA:6;615:6;701:7;777:6;702:5;802:8;FF:5
IIIT,Pooja Kaur,2023578,CB,2023,777;ML,777:9;702:7;602:6;701:8;OOPD:5;801:6
IIIT,Prisha Jain,MT24948,CB,2024,777;FF;601;701,701:7;FF:6;ML:7;601:7;OOPD:8;615:7
IIIT,Reyansh Sharma,2023516,CB,2023,801;BML;802,OOPD:6;FF:8;602:10;DL:6
IIIT,Aditya Sharma,MT22784,CSE,2022,602;FF;701,602:10;777:8;701:5;ML:7;615:8;FF:9;DL:5;802:10
IIIT,Kavya Nair,MT23052,CB,2023,BML;702,FF:9;802:5;OOPD:10;601:8;DSA:10;702:5
IIIT,Amit Bhatia,2021600,SSH,2021,602;601,615:7;DL:7;ML:5;DSA:5;701:5;BML:9
IIIT,Neha Chopra,2021429,CSE,2021,BML;OOPD;DSA;802,DL:6;DSA:5;702:5;OOPD:10;BML:8;FF:8;802:9;801:5
IIIT,Aditya Mehta,2024215,SSH,2024,OOPD;801,802:7;FF:6;ML:9;801:9;BML:5;DL:5
IIIT,Sneha Saxena,2021369,CB,2021,602;OOPD;601;615,602:8;DL:7;BML:7;801:7;615:7
IIIT,Karan Rao,2024095,ECE,2024,701;601,702:8;777:9;BML:10;DL:5;602:5;802:10;OOPD:6
IIIT,Atharv Iyer,MT22152,ECE,2022,DSA;777;615;BML,ML:5;802:8;DSA:7;DL:6;601:7
IIIT,Riya Khanna,PhD24475,CSE,2024,ML;DL;FF;615,OOPD:7;801:10;615:5;ML:5
IIIT,Ishaan Jain,2023804,CB,2023,602;601;FF;ML,OOPD:9;ML:7;BML:8;615:8
IIIT,Simran Rao,MT23184,ECE,2023,FF;701;BML;601,701:6;DL:8;BML:5;602:6;802:5
IIIT,Aditi Chopra,MT21664,SSH,2021,777;601;ML,OOPD:5;BML:8;801:6;ML:5;DL:6;602:10
IIIT,Sumit Sharma,2022133,CSE,2022,DSA;ML,615:7;601:8;DSA:5;801:10;777:5
IIIT,Pooja Verma,PhD23485,SSH,2023,801;OOPD;BML,BML:5;ML:8;702:8;601:9;801:5
IIIT,Kavya Iyer,PhD22533,SSH,2022,BML;801,615:5;802:7;DSA:7;701:10;FF:7;ML:6;DL:8;777:6
IIIT,Shaurya Pandey,2022121,CB,2022,702;701;BML;801,615:6;BML:5;FF:9;ML:8;602:10
IIIT,Ananya Patel,2024947,SSH,2024,701;802;602;601,DSA:8;701:7;777:10;DL:6;615:8;BML:6
IIIT,Aditi Malhotra,MT23233,CSE,2023,DSA;DL;ML;701,802:10;OOPD:5;DSA:8;702:7;602:10;801:9
IIIT,Sai Kumar,2022844,SSH,2022,DSA;602;OOPD;615,DL:6;FF:6;801:6;602:5;701:6;802:5;DSA:7;601:7
IIIT,Rahul Mehta,MT21204,SSH,2021,OOPD;DL;777,DL:7;802:6;615:7;BML:7
IIIT,Karan Jain,MT22294,CSE,2022,615;602,FF:8;802:7;BML:8;ML:8
IIIT,Vihaan Reddy,2023938,ECE,2023,OOPD;615,802:5;DSA:8;602:8;701:8;BML:9
IIIT,Arjun Pandey,MT24451,SSH,2024,602;777;701,701:10;777:7;802:7;601:7;702:7;602:6;OOPD:5;801:6
IIIT,Krishna Kumar,PhD22399,SSH,2022,615;FF,601:8;DL:5;802:5;777:7
IIIT,Ayaan Verma,MT21872,CSE,2021,801;601;FF,ML:6;602:10;OOPD:7;601:5;FF:6;615:5;802:7;702:6
IIIT,Saanvi Mehta,MT21130,ECE,2021,602;601;801;615,DSA:7;602:5;701:6;801:10;ML:10;702:8;601:5;OOPD:9
IIIT,Ayaan Joshi,MT22581,CB,2022,702;OOPD,DL:6;BML:5;802:7;DSA:7;615:6;702:8;777:9
IIIT,Atharv Chopra,PhD21540,SSH,2021,615;801,701:6;OOPD:5;FF:7;615:5;702:9;602:7
IIIT,Vihaan Rao,MT21987,CSE,2021,702;801,702:6;602:10;BML:5;OOPD:7;802:5;DL:5;615:8
IIIT,Diya Yadav,2024421,SSH,2024,801;OOPD;701;FF,DL:6;602:7;802:7;OOPD:8;801:5;601:8;702:6
IIIT,Aditi Sharma,MT23923,CSE,2023,801;777;FF,602:7;777:5;601:5;ML:7;DL:7;OOPD:9;FF:5;615:8
IIIT,Rohan Saxena,2023135,SSH,2023,802;702,801:10;802:6;777:7;DL:7
IIIT,Reyansh Khanna,2023934,CSE,2023,BML;FF,615:7;802:5;601:5;FF:9;801:8
IIIT,Anya Saxena,MT22322,ECE,2022,777;801,801:7;701:5;777:6;702:5;DSA:6;802:5;615:6
IIIT,Reyansh Mehta,2024054,CSE,2024,ML;601;OOPD;615,DL:5;ML:5;801:9;OOPD:7
IIIT,Saanvi Nair,MT24729,SSH,2024,601;DSA;777;602,FF:7;615:8;DL:5;BML:7;702:7;ML:6;802:6
IIIT,Ananya Sharma,MT23050,SSH,2023,ML;BML,801:7;ML:10;OOPD:9;701:6;DSA:5
IIIT,Reyansh Jain,MT21597,CSE,2021,702;777,602:6;ML:6;777:5;701:7;DSA:5;802:5
IIIT,Amit Das,MT22563,CB,2022,702;802;777,BML:7;602:8;OOPD:7;801:8
IIIT,Atharv Joshi,PhD21096,SSH,2021,702;602;DL;ML,FF:6;DL:8;701:9;OOPD:8;802:8
IIIT,Neha Pandey,2022630,CB,2022,DSA;BML,FF:8;701:7;602:10;BML:5;802:8;DSA:7;DL:5
IIIT,Prisha Das,2023448,SSH,2023,615;802,602:10;801:5;802:8;DSA:9;BML:9;ML:7;601:10;701:10
IIIT,Shaurya Pandey,MT23829,ECE,2023,615;701;DL,802:6;601:7;ML:10;DSA:5;DL:10
IIIT,Karan Kapoor,MT21281,CB,2021,801;OOPD,FF:9;BML:6;702:6;601:7;602:7;777:6;DSA:8
IIIT,Prisha Iyer,2023446,CB,2023,OOPD;BML;701;702,DL:8;OOPD:6;BML:6;FF:9;602:5
IIIT,Myra Bhatia,2023562,ECE,2023,DSA;BML;FF;777,DSA:10;777:5;FF:10;602:6;701:9;OOPD:5
IIIT,Amit Agarwal,2021505,SSH,2021,DL;801;777,777:6;802:8;BML:5;701:9;601:7;DL:9;615:6;702:6
IIIT,Sumit Rao,MT23004,CB,2023,777;702;701,DSA:10;BML:6;615:6;FF:5;602:8;DL:8;ML:8;702:5
IIIT,Vikram Saxena,2022554,CSE,2022,OOPD;777;802,777:7;801:6;802:8;701:10;615:7
IIIT,Diya Khanna,MT21483,CB,2021,OOPD;602;ML;615,602:7;OOPD:10;802:5;FF:6;701:8;DL:6;615:7
IIIT,Ishaan Agarwal,2021290,ECE,2021,701;602;601,ML:10;802:8;615:6;DL:7;777:7;DSA:10;702:5
IIIT,Simran Mishra,PhD22226,SSH,2022,DL;BML;777;701,701:6;615:5;801:6;ML:9;FF:10;777:7
IIIT,Sneha Rao,MT22791,CSE,2022,601;701;DSA,FF:5;615:6;OOPD:7;602:7;601:6;BML:6
IIIT,Shaurya Verma,MT24842,CB,2024,FF;802;801;701,801:7;702:5;BML:5;DSA:7;601:5;DL:8
IIIT,Saanvi Malhotra,MT23075,SSH,2023,777;OOPD;702;ML,777:8;702:5;DL:7;602:6;601:9;701:6;ML:6;DSA:5
IIIT,Rahul Mehta,MT23993,SSH,2023,777;802,802:10;702:8;602:5;701:5
IIIT,Sarthak Iyer,MT21590,SSH,2021,615;OOPD;777;ML,601:6;701:8;DL:7;702:8;FF:6;777:5;ML:10;OOPD:8
IIIT,Atharv Patel,MT21659,ECE,2021,DSA;FF;ML,615:5;801:8;602:5;701:7;777:6;802:9
IIIT,Pooja Gupta,PhD22983,CB,2022,777;DSA,777:5;701:7;DSA:9;702:8;802:7;OOPD:8;FF:9;615:6
IIIT,Krishna Saxena,MT21780,ECE,2021,DL;802;BML;801,802:10;OOPD:6;DL:8;ML:10;702:6;615:7;602:7
IIIT,Pari Mehta,MT23806,SSH,2023,701;FF,DL:7;602:5;DSA:6;702:9;ML:5;777:5
IIIT,Shaurya Nair,2021269,CB,2021,601;DL,ML:5;801:6;FF:8;602:5;601:5
IIIT,Ayaan Jain,2024498,SSH,2024,615;OOPD;701;ML,OOPD:8;801:5;ML:6;DSA:5
IIIT,Sneha Patel,MT21677,ECE,2021,DL;801,701:5;FF:6;615:7;DSA:9;702:5;OOPD:6
IIIT,Vihaan Gupta,MT23899,CSE,2023,BML;801;615,DL:10;802:10;615:5;ML:5;777:7;DSA:5;FF:5;801:8
